Vulnerabilidad_numero,U_MPIO,U_DPTO,Nom_DPTO,CASA,APTO,TIP_CUARTO,VIV_TRAD_INDIG,VIV_TRAD_ETNICA,OTRA_VIV,1-DOR,2-DOR,3-DOR,4-DOR,Mas de 4 dor,No informa Num_dormit,0-FALL,1-FALL,2-FALL,Mas de 2 fall,1-PER,2-PER,3-PER,4-PER,Mas de 4 per,Fall_Hombre,Fall_Mujer,No informa sexo fall,No informa edad fall,Fall_P_Infancia,Fall_Infancia,Fall_Juv-Adoles,Fall_Adultez,Fall_Per_Mayor,Per_Hombre,Per_Mujer,Per_edad_0 a 4,Per_edad_5 a 9,Per_edad_10 a 14,Per_edad_15 a 19,Per_edad_20 a 24,Per_edad_25 a 29,Per_edad_30 a 34,Per_edad_35 a 39,Per_edad_40 a 44,Per_edad_45 a 49,Per_edad_50 a 54,Per_edad_55 a 59,Per_edad_Mas de 60,Indigena,Gitano o Rrom,Raizal del Archi SAPSC,Palenquero de San Basilio,"Negro, mulato, afrodescendiente, afrocolombiano",Ningun grupo etnico,No informa grupo etnico,Habla lengua Nativa,No habla lengua nativa,No informa lengua nativa,No aplica lengua nativa,Habla otra lengua,No habla otra lengua,No informa otra lengua,No aplica otra lengua,CSS muy bueno,CSS bueno,CSS malo,CSS muy malo,CSS No Aplica,Lee_y_Escribe,NoLee_y_Escribe,No_informa_Alfabeta,No Aplica P_ALFABETA,Preescolar,Primaria,Secundaria,Media_Academica,Media_tecnica,Normalista,Tecnica_Profesional,Universitario,Posgrado,Ninguno,No_inf_escolaridad,No Aplica P_NIVEL_ANOSR,No informa ingresos,Recibe ingresos,No recibe ingresos,No Aplica ingresos
1.0,81,68,Santander,57358,14032,3455,11,9,155,19955,26787,12804,1702,361,394,60971,997,32,3,10170,12467,14456,13370,11540,590.0,480.0,0.0,0.0,46.0,9.0,77.0,255.0,683.0,97058,102506,15628,17324,16580,16658,16995,16569,15654,15086,12338,11970,11325,10022,23415,213,6,31,5,4378,191051,3880,115,134,4,199311,44,204,5,199311,1629,8134,2321,936,186544,171670,8980,3286,15628,4847,50374,30773,45584,3819,464,16387,17001,4446,6593,3648,15628,3415,71873,89786,34490
1.0,92,68,Santander,2093,66,40,0,0,6,595,653,317,70,20,1,1625,29,1,1,315,340,361,318,322,22.0,12.0,0.0,0.0,1.0,0.0,2.0,8.0,23.0,2784,2446,387,453,469,477,396,380,385,350,327,330,313,262,701,7,1,0,0,12,5187,23,1,7,0,5222,0,8,0,5222,23,419,32,3,4753,4404,405,34,387,176,2191,772,940,114,5,159,109,31,303,43,387,67,1854,2424,885
1.0,101,68,Santander,4243,63,69,0,2,11,1268,1406,404,72,18,7,3124,48,3,0,686,723,680,547,539,31.0,23.0,0.0,0.0,7.0,0.0,0.0,8.0,39.0,4918,4649,583,701,972,900,581,574,590,635,652,571,519,570,1719,0,0,0,0,36,9336,195,0,0,0,9567,0,0,0,9567,17,173,72,7,9298,7719,1137,128,583,146,4435,1374,1216,142,20,181,176,64,1065,165,583,190,3360,4603,1414
1.0,121,68,Santander,629,3,5,0,0,2,170,203,110,23,6,3,503,10,2,0,96,115,104,102,98,9.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,818,803,73,127,129,124,95,86,104,107,125,114,110,91,336,0,0,0,0,1,1598,22,0,0,0,1621,0,0,0,1621,8,90,11,0,1512,1431,102,15,73,35,829,225,249,11,3,59,48,14,59,16,73,18,459,928,216
1.0,132,68,Santander,507,127,27,0,0,3,140,202,177,48,19,2,582,6,0,0,123,100,138,136,91,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,941,891,149,165,152,110,149,180,159,133,138,108,118,74,197,0,0,0,0,5,1816,11,0,0,0,1832,0,0,0,1832,6,38,7,2,1779,1624,43,16,149,45,573,231,393,19,2,202,129,49,21,19,149,42,695,733,362
1.0,147,68,Santander,1822,408,152,0,0,2,866,649,319,53,21,3,1873,35,3,0,492,461,389,304,265,23.0,18.0,0.0,0.0,2.0,0.0,4.0,9.0,26.0,2678,2650,308,386,410,447,335,316,309,336,342,315,333,318,1173,0,0,0,0,21,5217,90,0,0,0,5328,0,0,0,5328,33,467,62,5,4761,4448,531,41,308,111,2085,750,771,265,17,272,216,74,353,106,308,68,1771,2743,746
5.0,152,68,Santander,1781,45,72,0,0,1,722,429,119,24,6,4,1277,27,0,0,243,271,242,276,272,11.0,16.0,0.0,0.0,1.0,0.0,1.0,3.0,22.0,2211,1919,273,326,407,375,277,256,286,297,282,277,220,209,645,3,0,0,0,3,4080,44,3,0,0,4127,0,3,0,4127,5,375,47,1,3702,3472,357,28,273,115,1915,485,735,44,19,95,95,26,288,40,273,37,983,2511,599
1.0,160,68,Santander,870,17,21,0,1,0,224,220,121,19,5,1,574,15,0,1,102,140,102,121,125,8.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,963,906,107,144,175,163,149,114,139,147,131,119,115,88,278,0,0,0,0,0,1867,2,0,0,0,1869,0,0,0,1869,27,99,19,4,1720,1628,131,3,107,33,881,245,325,20,9,61,44,14,120,10,107,14,819,785,251
1.0,162,68,Santander,2223,36,47,21,0,1,744,849,314,86,20,4,1997,20,0,0,313,389,474,472,369,11.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,17.0,3402,3058,455,542,551,561,525,515,479,484,438,416,355,299,840,66,0,0,0,2,6318,74,61,4,1,6394,1,62,3,6394,34,264,24,1,6137,5498,420,87,455,135,2846,967,774,58,273,192,273,52,343,92,455,111,2132,3220,997
1.0,167,68,Santander,4829,268,66,1,0,8,1289,1387,810,197,57,14,3684,69,1,0,822,928,755,661,588,48.0,23.0,0.0,0.0,1.0,0.0,1.0,20.0,49.0,5461,5574,761,794,987,876,689,711,673,719,741,702,715,655,2012,1,1,1,0,44,10891,97,3,0,0,11032,0,3,0,11032,314,316,82,16,10307,9393,777,104,761,199,4298,1664,1956,120,93,427,551,256,582,128,761,292,4272,4815,1656
1.0,169,68,Santander,1499,18,11,0,0,2,307,361,199,45,22,5,921,17,1,0,191,210,209,171,158,11.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,1464,1360,178,190,201,211,210,183,169,165,174,218,175,181,569,0,0,0,0,3,2802,19,0,0,0,2824,0,0,0,2824,20,262,28,3,2511,2498,125,23,178,68,1372,346,334,134,5,96,95,21,142,33,178,52,1156,1238,378
1.0,176,68,Santander,1177,53,19,0,0,2,395,352,81,14,3,8,845,8,0,0,182,239,174,154,104,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1230,1134,148,174,203,193,159,134,140,151,158,158,157,156,433,0,0,0,2,0,2341,21,0,2,0,2362,0,2,0,2362,8,94,13,1,2248,1945,249,22,148,48,1102,302,322,33,5,73,61,33,210,27,148,27,678,1337,322
1.0,179,68,Santander,2107,47,62,0,1,4,681,602,241,32,11,2,1544,24,1,0,376,403,301,282,207,17.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,2277,2064,208,246,352,375,238,224,236,309,315,304,325,245,964,0,0,1,0,7,4321,12,1,0,0,4340,0,1,0,4340,14,472,67,4,3784,3557,558,18,208,25,2130,529,599,69,8,150,79,36,484,24,208,53,1350,2480,458
1.0,190,68,Santander,11647,1255,537,2,3,34,2930,3353,1590,300,82,26,8144,127,9,1,1809,1725,1896,1492,1359,96.0,52.0,0.0,0.0,3.0,1.0,15.0,55.0,74.0,13277,12505,1866,2236,2557,2834,2406,1999,1810,1853,1679,1472,1381,1025,2664,15,0,0,0,511,24066,1190,9,6,0,25767,8,7,0,25767,112,1291,404,203,23772,20383,2415,1118,1866,684,9040,4170,4734,266,56,1026,656,186,1897,1201,1866,508,9961,10272,5041
1.0,207,68,Santander,2041,80,72,19,0,3,1103,575,194,39,9,4,1873,50,1,0,398,512,462,352,200,28.0,24.0,0.0,0.0,1.0,0.0,3.0,8.0,40.0,2685,2615,356,400,446,447,364,328,346,388,339,347,286,299,954,79,0,0,0,3,5195,23,73,6,0,5221,0,78,1,5221,41,429,104,11,4715,4531,380,33,356,130,2297,705,841,59,13,238,242,55,324,40,356,80,1380,3084,756
1.0,209,68,Santander,1038,11,11,0,0,8,283,355,179,37,13,3,861,9,0,0,153,169,168,164,216,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1552,1363,243,234,248,228,212,220,225,209,157,193,178,161,407,0,0,0,0,8,2896,11,0,0,0,2915,0,0,0,2915,16,31,2,1,2865,2481,175,16,243,43,1294,448,217,308,7,65,73,27,169,21,243,23,1255,1147,490
1.0,211,68,Santander,1624,35,14,0,0,6,555,465,212,36,18,4,1272,18,0,0,416,337,235,180,122,11.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,1639,1657,183,220,284,254,156,148,168,209,193,213,235,204,829,0,0,0,0,4,3273,19,0,0,0,3296,0,0,0,3296,21,209,39,2,3025,2778,310,25,183,52,1392,522,414,127,5,158,80,50,285,28,183,36,1446,1294,520
1.0,217,68,Santander,2683,65,66,0,1,2,728,631,246,27,5,3,1605,35,0,0,432,344,290,282,292,17.0,18.0,0.0,0.0,3.0,0.0,2.0,10.0,20.0,2562,2254,345,403,436,417,321,319,298,301,302,328,322,283,741,0,0,0,0,6,4795,15,0,0,0,4816,0,0,0,4816,14,211,73,4,4514,3979,475,17,345,99,2608,570,564,71,12,89,81,29,324,24,345,39,1460,2530,787
1.0,229,68,Santander,4034,512,109,0,1,5,1304,1314,703,128,24,4,3408,69,0,0,496,729,759,717,776,43.0,26.0,0.0,0.0,1.0,0.0,2.0,18.0,48.0,5811,5842,792,859,972,977,899,845,826,757,735,732,733,649,1877,0,0,1,0,20,11593,39,0,1,0,11652,0,1,0,11652,65,675,240,70,10603,9851,955,55,792,247,4859,1606,2195,140,25,402,553,154,597,83,792,79,4540,5330,1704
1.0,235,68,Santander,6210,208,455,0,1,5,2480,2621,1068,145,27,9,6278,69,2,1,1669,1382,1353,1083,863,56.0,20.0,0.0,0.0,12.0,1.0,2.0,24.0,37.0,9178,8460,1268,1555,1780,1739,1383,1281,1265,1418,1222,1103,957,845,1822,6,0,2,0,19,17427,184,4,4,0,17630,2,6,0,17630,36,647,239,72,16644,14961,1296,113,1268,385,8377,2768,2763,109,51,374,282,79,1031,151,1268,303,4677,9764,2894
1.0,245,68,Santander,727,79,3,0,0,3,249,308,94,21,7,0,670,9,0,0,218,172,145,92,52,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,823,820,81,133,142,148,79,87,85,119,123,134,112,95,305,0,0,0,0,0,1637,6,0,0,0,1643,0,0,0,1643,7,229,3,0,1404,1411,143,8,81,47,834,209,131,116,3,38,32,16,126,10,81,13,733,682,215
1.0,250,68,Santander,2312,10,36,0,0,1,397,520,209,56,12,15,1188,20,1,0,213,235,236,203,322,10.0,12.0,0.0,0.0,6.0,0.0,1.0,4.0,11.0,2184,1913,292,374,460,455,337,289,260,305,254,219,182,176,494,1,0,0,0,7,3937,152,0,0,1,4096,0,0,1,4096,6,45,36,6,4004,3261,498,46,292,82,1914,514,541,57,12,66,67,45,447,60,292,82,1725,1622,668
1.0,255,68,Santander,4703,107,79,0,0,8,1421,1475,808,133,27,3,3790,75,2,0,623,785,825,760,874,46.0,33.0,0.0,0.0,4.0,0.0,6.0,14.0,55.0,6697,6269,1007,1120,1223,1301,1055,916,899,859,841,740,673,608,1724,7,0,0,0,4,12779,176,1,6,0,12959,1,6,0,12959,217,907,146,37,11659,10783,1095,81,1007,217,5532,1807,2295,254,28,502,265,68,888,103,1007,160,4781,5772,2253
1.0,264,68,Santander,1163,41,14,0,0,1,268,318,140,23,7,2,735,23,0,0,160,160,159,132,147,14.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,17.0,1213,1121,180,201,200,223,207,151,138,152,140,164,136,137,305,0,0,0,0,2,2305,27,0,0,0,2334,0,0,0,2334,10,167,10,17,2130,1987,148,19,180,37,1248,276,232,101,5,55,57,23,98,22,180,26,1150,771,387
1.0,266,68,Santander,1385,44,32,1,0,4,546,374,137,25,2,3,1063,24,0,0,189,240,238,231,189,13.0,11.0,0.0,0.0,1.0,0.0,1.0,4.0,18.0,1752,1642,207,231,286,295,260,182,209,237,228,234,220,204,601,1,0,0,0,1,3380,12,1,0,0,3393,1,0,0,3393,19,354,144,12,2865,2919,257,11,207,97,1440,449,594,46,10,138,152,27,217,17,207,25,1182,1737,450
1.0,271,68,Santander,2515,87,15,0,2,3,657,672,188,35,8,1,1542,18,1,0,364,353,315,261,268,13.0,7.0,0.0,0.0,1.0,1.0,1.0,4.0,13.0,2385,2218,285,323,451,459,284,255,308,320,311,301,306,259,741,0,0,0,0,15,4546,42,0,0,0,4603,0,0,0,4603,13,284,34,1,4271,3734,547,37,285,102,1976,672,667,104,10,102,96,56,488,45,285,76,1205,2707,615
2.0,276,68,Santander,33002,59491,2321,13,4,139,17319,26916,32942,6053,1549,482,84180,1054,23,4,11911,17440,21258,19562,15090,614.0,500.0,0.0,0.0,33.0,2.0,53.0,216.0,810.0,129711,145398,17292,18640,19128,20871,25255,23278,21080,20792,18302,18633,18080,14954,38804,131,22,21,6,5899,266193,2837,79,84,4,274942,44,119,4,274942,2653,15678,4002,818,251958,248676,6223,2918,17292,5921,60875,33430,66506,5450,636,27025,38861,10733,5028,3352,17292,3767,132356,102620,36366
1.0,296,68,Santander,1408,37,19,0,0,2,385,368,112,13,6,2,860,24,2,0,186,212,172,153,163,15.0,13.0,0.0,0.0,1.0,0.0,0.0,10.0,17.0,1385,1297,178,226,199,214,177,165,191,176,142,160,175,155,524,7,0,0,0,4,2635,36,5,2,0,2675,0,7,0,2675,14,206,18,4,2440,2242,234,28,178,58,1308,354,428,21,1,77,61,20,140,36,178,47,941,1274,420
1.0,298,68,Santander,2096,134,101,1,2,13,653,475,133,43,6,6,1301,15,0,0,368,332,245,211,160,7.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1861,1668,266,301,363,298,225,204,238,219,202,236,214,189,574,0,0,0,0,14,3496,19,0,0,0,3529,0,0,0,3529,8,170,50,13,3288,2927,319,17,266,92,1789,517,418,34,4,75,103,28,180,23,266,34,1255,1652,588
1.0,307,68,Santander,28137,20533,2047,2,6,102,12030,17370,13669,2301,457,149,45445,510,13,8,6132,9291,11643,10686,8224,317.0,259.0,0.0,0.0,59.0,4.0,42.0,107.0,364.0,73985,76625,11021,11422,11447,12299,14011,13608,12306,11518,9984,9536,8853,7261,17344,44,298,8,1,545,148679,1035,282,60,0,150268,286,56,0,150268,1614,6363,2085,739,139809,133078,5101,1410,11021,3167,41497,22028,39040,1867,261,14424,10874,1361,3745,1325,11021,1595,66053,58664,24298
1.0,318,68,Santander,2386,44,19,1,0,2,649,719,308,57,15,4,1726,26,0,0,323,312,383,335,399,16.0,10.0,0.0,0.0,1.0,0.0,2.0,3.0,20.0,3050,2712,393,415,558,516,411,380,402,383,393,396,349,286,880,1,0,0,0,9,5691,61,1,0,0,5761,0,1,0,5761,15,599,54,0,5094,5012,320,37,393,139,2897,852,842,75,21,123,105,24,238,53,393,55,871,4008,828
1.0,320,68,Santander,1872,60,15,1,1,3,537,503,271,46,12,4,1338,32,2,1,352,331,271,236,183,18.0,22.0,0.0,0.0,0.0,1.0,1.0,8.0,30.0,1961,1919,194,250,368,315,218,213,215,243,267,255,263,276,803,0,0,0,0,13,3837,30,0,0,0,3880,0,0,0,3880,44,163,28,4,3641,3326,337,23,194,71,1655,576,469,176,84,103,170,73,276,33,194,70,1510,1794,506
1.0,322,68,Santander,893,22,16,0,0,3,236,272,134,33,13,21,698,11,0,0,153,185,132,134,105,7.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,1070,982,126,146,176,176,135,129,124,138,149,120,157,141,335,1,0,0,0,3,2040,8,1,0,0,2051,1,0,0,2051,10,173,30,2,1837,1780,132,14,126,60,999,278,226,98,4,54,71,20,97,19,126,41,720,1019,272
1.0,324,68,Santander,1691,68,51,0,1,2,519,531,277,91,15,16,1419,28,2,0,374,436,277,227,135,18.0,14.0,0.0,0.0,1.0,0.0,2.0,5.0,24.0,1901,1850,155,208,270,306,213,178,186,200,237,272,311,290,925,0,1,0,0,9,3402,339,0,1,0,3750,0,1,0,3750,43,218,31,6,3453,3078,481,37,155,37,1614,438,665,59,10,100,105,41,450,77,155,106,1491,1788,366
1.0,327,68,Santander,1301,291,167,1,1,5,734,547,278,93,24,11,1667,19,1,0,468,422,353,270,174,14.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,17.0,2223,2182,275,307,363,374,376,302,272,263,297,301,310,227,738,4,0,0,0,18,4341,42,1,3,0,4401,1,3,0,4401,18,379,110,48,3850,3617,461,52,275,78,1679,689,731,48,6,182,228,62,369,58,275,118,1758,1944,585
1.0,344,68,Santander,811,39,24,0,0,0,360,311,94,27,3,0,787,8,0,0,212,200,156,135,92,5.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,1138,982,140,154,196,178,148,138,159,147,139,153,138,118,312,0,0,0,0,2,2104,14,0,0,0,2120,0,0,0,2120,2,123,13,1,1981,1734,225,21,140,46,1033,243,293,27,2,56,61,13,183,23,140,33,611,1182,294
5.0,368,68,Santander,1674,48,32,0,0,1,530,410,168,46,9,6,1139,29,1,0,347,311,211,167,133,14.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,1540,1451,131,201,259,262,173,167,140,189,177,217,217,191,667,0,0,0,0,0,2972,19,0,0,0,2991,0,0,0,2991,6,97,28,2,2858,2546,298,16,131,56,1393,421,456,30,7,90,90,42,255,20,131,56,991,1608,336
5.0,370,68,Santander,380,2,16,0,0,0,150,123,46,9,2,0,324,4,1,1,27,68,78,80,77,8.0,3.0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,596,567,80,86,116,108,95,83,93,80,77,66,62,59,158,2,0,0,0,0,1133,28,1,1,0,1161,2,0,0,1161,2,16,1,0,1144,915,161,7,80,26,555,170,136,13,1,11,17,9,136,9,80,23,496,478,166
1.0,377,68,Santander,2758,13,7,0,1,3,530,745,445,112,26,1,1837,22,0,0,382,448,377,356,296,14.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,13.0,2839,2666,306,471,523,529,353,360,344,360,343,388,353,312,863,3,0,0,0,10,5413,79,0,3,0,5502,0,3,0,5502,13,200,49,2,5241,4790,380,29,306,145,2520,844,853,106,9,158,183,47,295,39,306,78,2177,2468,782
5.0,385,68,Santander,3801,560,91,0,1,15,1266,1285,524,102,26,7,3162,46,2,0,693,761,737,562,457,34.0,16.0,0.0,0.0,5.0,1.0,1.0,8.0,35.0,4775,4463,609,761,897,839,653,554,635,603,620,595,579,461,1432,3,0,4,0,133,9017,81,4,3,0,9231,0,7,0,9231,65,533,129,31,8480,7555,1021,53,609,182,3866,1311,1294,298,20,336,240,71,940,71,609,103,3501,4257,1377
1.0,397,68,Santander,1811,42,9,1,0,1,508,488,365,64,21,6,1444,8,0,0,358,359,325,227,183,5.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2099,1890,196,227,319,345,215,201,229,261,276,289,295,266,870,0,0,0,0,7,3956,26,0,0,0,3989,0,0,0,3989,6,49,5,1,3928,3273,502,18,196,60,2133,419,414,83,8,39,81,39,488,29,196,35,1884,1644,426
1.0,406,68,Santander,10303,1730,346,1,1,30,5154,4765,2045,382,84,32,12354,106,2,0,2610,2638,2738,2547,1929,69.0,40.0,1.0,1.0,3.0,0.0,8.0,24.0,74.0,19146,18068,2724,2900,3183,3281,3337,3312,3036,2815,2409,2364,2152,1722,3979,8,1,0,0,80,36856,269,3,6,0,37205,2,7,0,37205,188,1528,460,179,34859,32274,1959,257,2724,960,13413,5662,8076,649,35,2270,1512,218,1373,322,2724,469,16031,15046,5668
1.0,418,68,Santander,5579,30,294,1,23,16,1341,1660,598,107,23,9,3684,52,2,0,489,666,955,905,723,34.0,22.0,0.0,0.0,2.0,0.0,5.0,15.0,34.0,6471,5962,869,1055,1101,1144,979,956,939,942,850,809,701,542,1546,1,0,0,0,3,12380,49,0,1,0,12432,0,1,0,12432,54,484,91,14,11790,10461,1029,74,869,205,5494,1679,2312,48,30,432,368,76,839,81,869,132,4034,6313,1954
1.0,425,68,Santander,939,18,69,0,1,1,440,220,74,13,4,5,739,17,0,0,213,168,123,129,123,12.0,5.0,0.0,0.0,1.0,0.0,0.0,7.0,9.0,1118,1012,132,176,170,203,140,144,121,128,116,121,127,117,435,1,0,1,0,13,2092,23,2,0,0,2128,0,2,0,2128,7,231,5,0,1887,1751,226,21,132,40,929,265,406,19,3,52,54,31,175,24,132,25,697,1100,308
1.0,432,68,Santander,4601,2786,470,0,0,30,2206,2132,1515,399,102,25,6262,113,3,1,1319,1278,1301,1351,1130,61.0,61.0,0.0,0.0,5.0,0.0,5.0,17.0,95.0,9507,10377,1344,1424,1655,1825,1660,1369,1365,1327,1248,1279,1193,1058,3137,10,1,0,0,29,19667,177,1,10,0,19873,1,8,2,19873,89,1239,671,118,17767,17442,891,207,1344,465,5909,2813,3586,551,145,1645,1979,609,616,222,1344,273,7144,9394,3073
1.0,444,68,Santander,2137,87,78,0,2,4,465,613,323,60,30,5,1487,8,1,0,331,335,308,274,248,3.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,2375,2124,262,337,371,358,307,277,287,290,311,325,309,245,820,1,0,0,0,2,4457,39,0,0,1,4498,0,0,1,4498,5,42,14,2,4436,3850,351,36,262,88,2004,683,801,40,21,133,124,47,255,41,262,154,1746,1971,628
1.0,464,68,Santander,4023,107,154,1,1,5,1187,1219,501,122,26,1,2964,89,3,0,565,620,602,548,721,56.0,39.0,0.0,0.0,4.0,1.0,8.0,24.0,58.0,5145,5020,765,887,984,931,737,695,679,655,578,550,573,531,1600,6,0,0,0,17,10123,19,5,1,0,10159,0,6,0,10159,30,625,349,56,9105,8424,945,31,765,282,4753,1394,1533,157,35,229,265,107,595,50,765,115,3446,4900,1704
1.0,468,68,Santander,1757,14,20,0,0,0,700,444,91,15,5,0,1217,37,1,0,241,288,241,237,248,26.0,13.0,0.0,0.0,1.0,0.0,2.0,6.0,30.0,2075,1840,204,244,344,404,273,200,186,256,276,244,248,225,811,0,0,0,0,11,3889,15,0,0,0,3915,0,0,0,3915,21,279,106,13,3496,3395,298,18,204,87,2000,475,571,115,7,98,84,30,224,20,204,28,1289,2150,448
1.0,498,68,Santander,1842,47,36,0,0,1,499,543,336,74,24,1,1438,36,3,0,270,348,308,281,270,27.0,15.0,0.0,0.0,3.0,1.0,1.0,4.0,33.0,2419,2118,287,365,423,368,339,284,294,305,314,293,297,286,682,1,0,0,5,5,4497,29,4,1,1,4531,0,5,1,4531,29,400,103,2,4003,3823,392,35,287,84,2308,634,573,62,8,94,114,26,309,38,287,73,1431,2381,652
1.0,500,68,Santander,3852,503,219,0,0,9,1157,1326,749,134,33,6,3332,69,3,1,734,772,728,610,561,40.0,38.0,0.0,0.0,2.0,0.0,2.0,17.0,57.0,5102,5015,647,721,916,849,707,679,654,710,679,686,635,595,1639,3,0,0,0,22,10018,74,2,1,0,10114,0,3,0,10114,23,617,151,45,9281,8665,702,103,647,145,4154,1482,1047,446,519,301,501,199,559,117,647,153,3868,4728,1368
1.0,502,68,Santander,2159,84,361,0,0,4,785,496,129,37,4,0,1402,48,1,0,372,389,297,216,177,25.0,25.0,0.0,0.0,2.0,0.0,1.0,11.0,36.0,2079,1876,217,275,320,339,230,207,222,218,212,233,276,274,932,0,0,0,3,2,3938,12,1,2,0,3952,0,3,0,3952,25,243,62,6,3619,3381,337,20,217,81,2107,432,508,71,12,109,101,45,246,26,217,38,1084,2314,519
1.0,522,68,Santander,527,6,17,0,0,2,174,151,75,13,4,0,413,4,0,0,104,76,102,63,72,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,640,613,77,81,117,108,91,85,80,79,77,85,79,71,223,0,0,0,0,0,1251,2,0,0,0,1253,0,0,0,1253,10,169,8,3,1063,1066,106,4,77,24,579,173,193,15,2,68,47,20,48,7,77,12,462,612,167
1.0,524,68,Santander,1073,12,15,0,1,4,295,353,126,26,8,0,796,10,2,0,135,183,206,158,126,10.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,1258,1209,159,175,207,203,178,165,163,150,165,165,171,131,435,1,0,0,0,3,2449,14,1,0,0,2466,0,1,0,2466,14,193,23,6,2231,2084,205,19,159,42,1082,314,463,27,1,74,121,24,138,22,159,39,904,1155,369
1.0,533,68,Santander,1407,13,32,0,0,3,431,500,267,63,11,1,1256,16,0,1,227,232,264,279,271,12.0,8.0,0.0,0.0,4.0,0.0,1.0,6.0,9.0,2168,1976,303,360,375,375,324,311,303,307,272,278,215,206,515,0,0,0,0,4,4111,29,0,0,0,4144,0,0,0,4144,24,286,35,1,3798,3604,204,33,303,113,1868,600,576,171,10,150,134,26,155,38,303,107,1640,1734,663
1.0,547,68,Santander,34265,21970,1995,0,5,73,12009,16675,15336,3172,635,187,47426,574,13,1,6278,9437,12032,11438,8829,336.0,267.0,0.0,0.0,23.0,1.0,39.0,118.0,422.0,76461,80964,10961,11674,12238,12857,14183,13504,12912,12240,10266,10089,9723,7964,18814,80,3,9,5,491,155592,1245,29,63,1,157332,16,75,2,157332,1203,8905,2313,700,144304,139948,5214,1302,10961,3610,41899,21357,38968,2121,521,13873,15308,3252,3890,1665,10961,1835,71299,60910,23381
1.0,549,68,Santander,1977,129,228,0,0,17,720,546,271,60,7,3,1586,21,0,0,379,398,311,336,183,13.0,8.0,0.0,0.0,1.0,0.0,3.0,3.0,14.0,2308,2200,259,297,335,382,353,288,339,321,293,370,278,250,743,3,0,0,1,5,4458,41,3,1,0,4504,2,2,0,4504,33,283,137,17,4038,3991,219,39,259,74,1655,566,968,44,11,272,384,62,168,45,259,57,1594,2255,602
1.0,572,68,Santander,6168,750,170,0,1,10,1728,1646,867,210,45,36,4465,62,4,1,1229,1111,881,652,659,41.0,32.0,0.0,0.0,6.0,0.0,4.0,12.0,51.0,6267,6319,674,780,1041,1088,716,634,695,830,726,821,841,813,2927,3,0,2,0,32,12369,180,1,2,0,12583,1,2,0,12583,58,437,103,26,11962,10874,851,187,674,172,4859,1858,2268,296,96,544,633,256,726,204,674,222,5183,5592,1589
1.0,573,68,Santander,2804,48,127,7,0,5,770,1081,284,89,29,12,2243,21,0,1,462,489,515,401,398,17.0,8.0,0.0,0.0,7.0,0.0,1.0,1.0,16.0,3549,3312,653,669,736,587,561,554,465,472,448,438,389,252,637,98,0,0,0,279,6341,143,87,11,0,6763,81,17,0,6763,35,237,42,15,6532,5514,642,52,653,214,2642,1204,1203,69,5,201,126,35,427,82,653,130,2617,2792,1322
1.0,575,68,Santander,11914,241,115,3,1,5,3631,4082,1633,154,39,25,9391,162,8,3,1669,1777,2021,1939,2158,108.0,79.0,0.0,0.0,7.0,6.0,13.0,40.0,121.0,16330,15368,2673,3295,3299,2884,2534,2475,2293,2141,1972,1796,1663,1419,3254,31,1,1,4,542,30803,316,17,19,1,31661,12,24,1,31661,140,1276,183,27,30072,25867,2975,183,2673,646,11401,6133,4659,1584,101,1551,606,202,1915,227,2673,391,10716,14623,5968
1.0,615,68,Santander,8650,587,526,1,2,13,2914,3214,1523,313,96,31,8017,70,4,0,1518,1731,1763,1596,1483,47.0,31.0,0.0,0.0,4.0,3.0,7.0,15.0,49.0,13381,11885,1815,2048,2286,2121,1959,1836,1756,1756,1600,1663,1557,1367,3502,2,0,0,0,65,24908,291,1,1,0,25264,0,2,0,25264,84,276,61,23,24822,21088,2170,193,1815,493,10514,3728,4954,181,45,869,566,115,1749,237,1815,454,10182,10734,3896
