Vulnerabilidad_numero,U_MPIO,U_DPTO,Nom_DPTO,CASA,APTO,TIP_CUARTO,VIV_TRAD_INDIG,VIV_TRAD_ETNICA,OTRA_VIV,1-DOR,2-DOR,3-DOR,4-DOR,Mas de 4 dor,No informa Num_dormit,0-FALL,1-FALL,2-FALL,Mas de 2 fall,1-PER,2-PER,3-PER,4-PER,Mas de 4 per,Fall_Hombre,Fall_Mujer,No informa sexo fall,No informa edad fall,Fall_P_Infancia,Fall_Infancia,Fall_Juv-Adoles,Fall_Adultez,Fall_Per_Mayor,Per_Hombre,Per_Mujer,Per_edad_0 a 4,Per_edad_5 a 9,Per_edad_10 a 14,Per_edad_15 a 19,Per_edad_20 a 24,Per_edad_25 a 29,Per_edad_30 a 34,Per_edad_35 a 39,Per_edad_40 a 44,Per_edad_45 a 49,Per_edad_50 a 54,Per_edad_55 a 59,Per_edad_Mas de 60,Indigena,Gitano o Rrom,Raizal del Archi SAPSC,Palenquero de San Basilio,"Negro, mulato, afrodescendiente, afrocolombiano",Ningun grupo etnico,No informa grupo etnico,Habla lengua Nativa,No habla lengua nativa,No informa lengua nativa,No aplica lengua nativa,Habla otra lengua,No habla otra lengua,No informa otra lengua,No aplica otra lengua,CSS muy bueno,CSS bueno,CSS malo,CSS muy malo,CSS No Aplica,Lee_y_Escribe,NoLee_y_Escribe,No_informa_Alfabeta,No Aplica P_ALFABETA,Preescolar,Primaria,Secundaria,Media_Academica,Media_tecnica,Normalista,Tecnica_Profesional,Universitario,Posgrado,Ninguno,No_inf_escolaridad,No Aplica P_NIVEL_ANOSR,No informa ingresos,Recibe ingresos,No recibe ingresos,No Aplica ingresos
1.0,616,17,Caldas,3341,183,116,2,0,5,1064,1307,789,101,44,8,3233,78,2,0,695,741,787,580,510,49.0,33.0,0.0,0.0,2.0,1.0,3.0,19.0,57.0,5173,4667,528,626,822,851,703,695,634,711,638,674,673,632,1653,278,0,0,0,42,9303,217,198,80,0,9562,105,173,0,9562,165,466,102,32,9075,8256,997,59,528,180,4418,1803,1519,101,27,225,212,55,698,74,528,106,4297,4283,1154
1.0,653,17,Caldas,7112,932,134,8,2,14,2031,2250,1198,279,74,20,5710,132,9,1,1274,1513,1368,936,761,90.0,63.0,0.0,0.0,13.0,0.0,3.0,38.0,99.0,8431,8328,812,996,1232,1305,1095,1026,1127,1086,976,1105,1213,1211,3575,90,0,0,0,188,16376,105,36,54,0,16669,21,69,0,16669,246,818,149,51,15495,14379,1402,166,812,238,6661,2856,3425,132,123,607,624,213,910,158,812,233,6815,7598,2113
1.0,662,17,Caldas,7806,583,217,1,10,15,2021,2766,1276,217,39,13,6238,92,2,0,1460,1562,1507,1096,707,48.0,48.0,0.0,0.0,4.0,0.0,3.0,24.0,65.0,8927,8539,1078,1363,1549,1565,1158,1147,1100,1156,1125,1102,1143,1051,2929,98,0,1,3,4110,13192,62,57,45,0,17364,2,100,0,17364,185,1051,327,116,15787,14552,1754,82,1078,314,8072,2748,2416,216,48,571,444,152,1292,115,1078,182,6827,7974,2483
1.0,665,17,Caldas,1774,66,38,0,2,2,534,625,262,64,20,12,1472,43,2,0,288,367,358,270,234,28.0,19.0,0.0,0.0,4.0,0.0,2.0,8.0,33.0,2328,2196,267,309,336,369,324,311,253,292,271,339,353,271,829,282,0,0,0,15,4213,14,207,75,0,4242,70,212,0,4242,44,356,48,11,4065,3752,486,19,267,83,2036,727,733,38,5,133,96,47,331,28,267,47,1844,2049,584
1.0,777,17,Caldas,7753,1950,257,23,4,10,2341,3523,1935,458,110,12,8194,180,5,0,1385,1846,2013,1621,1514,93.0,97.0,0.0,0.0,5.0,0.0,8.0,54.0,123.0,12961,13610,1645,1827,2059,2260,2327,2105,1785,1845,1682,1687,1648,1492,4209,8480,1,0,1,1119,16864,106,328,8148,6,18089,12,8459,11,18089,438,1702,422,163,23846,23207,1586,133,1645,456,9956,4598,6254,400,58,935,759,220,1127,163,1645,270,10627,12202,3472
1.0,867,17,Caldas,3561,125,97,0,0,6,917,1198,551,97,28,4,2770,24,1,0,599,703,629,435,429,14.0,11.0,1.0,1.0,2.0,0.0,1.0,4.0,18.0,4036,4136,496,550,738,723,527,569,509,496,487,570,543,507,1457,4,0,0,0,107,8046,15,1,3,0,8168,1,3,0,8168,44,376,96,16,7640,6807,849,20,496,195,3047,1386,1488,63,20,409,229,99,698,42,496,76,3409,3617,1070
1.0,873,17,Caldas,12426,10285,322,39,1,26,4681,8018,5954,1350,313,63,20075,281,17,6,3015,4681,5475,4261,2947,182.0,160.0,0.0,0.0,40.0,1.0,24.0,76.0,201.0,30290,32541,3506,3905,4451,4995,5221,4907,4699,5114,4329,4262,4160,3621,9661,509,6,25,1,634,61335,321,229,310,1,62291,53,486,1,62291,912,2804,659,303,58153,56302,2652,371,3506,1294,15954,9426,14935,609,176,5956,6528,2082,1803,562,3506,612,29454,25203,7562
1.0,877,17,Caldas,4167,659,198,1,1,4,1135,1602,998,251,69,15,3959,109,2,0,712,970,980,779,629,65.0,48.0,0.0,0.0,2.0,0.0,5.0,21.0,85.0,5889,6543,620,742,941,1073,958,855,779,840,747,852,846,785,2394,172,1,0,1,97,12104,57,42,131,1,12258,18,155,1,12258,369,560,137,43,11323,10862,890,60,620,253,4318,2229,2983,160,19,477,584,121,576,92,620,152,5417,5498,1365
1.0,1,18,Caqueta,47817,13764,1624,21,8,207,16419,20485,11622,2304,402,285,50784,703,20,10,11178,10992,11652,9653,8042,459.0,325.0,1.0,3.0,54.0,4.0,66.0,216.0,442.0,77620,79169,12150,13353,14454,15795,15767,14184,12394,11208,9025,8210,7857,6492,15900,1439,12,17,10,2014,150157,3140,724,699,5,155361,288,1131,9,155361,675,6411,1964,514,147225,132325,8679,3635,12150,3212,45636,26264,28811,3905,630,8063,13835,4592,5892,3799,12150,2641,57848,66571,29729
1.0,29,18,Caqueta,1793,40,22,17,0,5,701,627,191,29,8,5,1543,17,1,0,358,368,357,289,189,10.0,9.0,0.0,0.0,3.0,1.0,3.0,5.0,7.0,2323,2191,329,396,487,529,373,344,268,300,270,266,229,216,507,107,0,0,0,34,4334,39,6,98,1,4409,3,101,1,4409,18,199,22,2,4273,3819,322,44,329,124,1816,841,555,308,8,123,108,41,215,46,329,41,1501,2112,860
1.0,94,18,Caqueta,3189,113,24,2,2,13,900,1333,696,188,42,13,3109,56,5,2,887,679,647,537,422,43.0,30.0,0.0,1.0,12.0,1.0,6.0,19.0,34.0,4551,4524,742,850,1171,1083,749,639,561,560,514,472,460,356,918,279,0,0,0,35,8678,83,190,87,0,8798,82,195,0,8798,88,328,76,9,8574,7153,1045,135,742,180,3361,1627,1323,368,22,228,262,119,720,123,742,224,2211,4738,1902
1.0,150,18,Caqueta,9327,475,174,2,4,196,2656,2847,1800,593,157,135,7994,169,21,4,1535,1386,1767,1561,1939,145.0,79.0,0.0,0.0,19.0,6.0,29.0,62.0,108.0,14367,13572,2595,3187,3732,2982,2383,2072,1967,1814,1593,1472,1213,944,1985,179,1,5,2,376,24902,2474,72,98,14,27755,32,135,17,27755,101,1007,262,107,26462,21650,2605,1089,2595,755,12208,5109,2900,383,56,453,477,135,1538,1330,2595,973,8040,12554,6372
1.0,205,18,Caqueta,2801,177,58,1,2,6,1009,934,399,87,12,11,2400,42,7,3,563,513,518,414,444,51.0,19.0,0.0,0.0,4.0,0.0,18.0,20.0,28.0,3801,3717,647,849,911,849,600,521,500,466,419,355,331,314,756,20,0,0,0,235,7021,242,8,11,0,7499,9,10,0,7499,41,429,96,9,6943,5981,809,81,647,280,3117,1403,924,206,20,165,161,63,454,78,647,108,2107,3684,1619
1.0,247,18,Caqueta,6006,775,160,1,1,16,2386,2284,1121,198,28,116,5996,131,5,1,1435,1454,1306,1030,908,88.0,56.0,1.0,1.0,8.0,0.0,15.0,34.0,87.0,8790,8985,1394,1653,1958,1853,1366,1235,1185,1117,1045,987,947,845,2190,118,2,0,0,1087,16462,106,25,95,0,17655,8,112,0,17655,52,1111,284,35,16293,14711,1490,180,1394,495,7076,3170,2862,206,49,411,618,228,1095,171,1394,245,5937,8371,3222
1.0,256,18,Caqueta,4700,145,188,4,1,62,3275,1758,680,95,24,21,5726,110,13,4,2585,1227,1004,625,412,98.0,54.0,0.0,0.0,11.0,2.0,18.0,44.0,77.0,6601,6413,1114,1232,1511,1371,1179,991,827,760,697,763,649,539,1381,539,0,1,0,70,12349,55,48,486,4,12476,10,524,4,12476,71,802,272,62,11807,10546,1249,105,1114,333,5739,2168,1769,99,30,252,387,108,916,99,1114,187,4739,5579,2509
1.0,410,18,Caqueta,3890,224,161,6,2,44,1314,1402,759,203,49,30,3681,70,6,0,865,706,791,695,700,52.0,30.0,0.0,0.0,11.0,0.0,10.0,22.0,39.0,6437,5691,919,1310,1645,1377,954,882,777,786,749,692,547,463,1027,146,0,0,0,40,11783,159,63,81,1,11983,11,132,2,11983,33,357,108,25,11605,9832,1101,276,919,310,5622,2273,1392,180,25,170,237,94,724,182,919,209,3876,5310,2733
1.0,460,18,Caqueta,2204,85,33,386,0,9,809,801,350,153,69,5,2151,31,5,0,473,399,474,346,495,31.0,10.0,0.0,0.0,18.0,0.0,2.0,3.0,18.0,3953,3554,666,884,1038,980,595,530,441,471,399,337,312,250,604,2078,0,0,0,19,5325,85,1786,119,1,5601,1008,893,5,5601,17,121,23,4,7342,5907,816,118,666,224,3120,1530,911,201,27,95,144,38,465,86,666,109,2068,3293,2037
1.0,479,18,Caqueta,1160,81,15,0,0,1,591,420,180,26,9,7,1217,16,0,0,297,296,308,191,141,11.0,5.0,0.0,0.0,1.0,0.0,2.0,3.0,10.0,1709,1641,279,283,350,328,310,260,234,194,217,214,171,133,377,2,0,0,0,18,3318,12,1,1,0,3348,0,2,0,3348,13,244,16,0,3077,2769,286,16,279,85,1348,591,575,25,3,116,99,16,181,32,279,22,1134,1632,562
1.0,592,18,Caqueta,8096,487,250,4,4,67,2464,3059,1639,361,75,80,7555,114,8,1,1579,1514,1793,1404,1388,66.0,67.0,0.0,0.0,7.0,2.0,18.0,28.0,78.0,12456,11939,1988,2467,2970,2902,2086,1732,1507,1474,1313,1354,1163,919,2520,559,1,0,0,243,22033,1559,145,329,76,23845,19,399,132,23845,106,1365,308,63,22553,19601,2308,498,1988,765,10189,4266,3275,438,56,367,423,209,1616,803,1988,495,7317,11394,5189
1.0,610,18,Caqueta,4372,262,135,9,0,23,1631,1536,572,109,18,13,3807,69,1,2,969,843,846,662,559,55.0,28.0,0.0,0.0,9.0,1.0,19.0,30.0,24.0,5812,5552,981,1148,1396,1426,929,828,786,708,681,586,495,438,962,451,1,2,0,98,10741,71,131,281,0,10952,36,375,1,10952,27,625,142,23,10547,9288,964,131,981,335,4617,2127,1822,147,59,244,272,87,579,94,981,142,3481,5246,2495
1.0,753,18,Caqueta,12469,1507,422,5,2,113,3682,4662,2645,846,255,172,12103,148,10,1,2048,2189,2824,2452,2749,113.0,58.0,0.0,0.0,9.0,4.0,20.0,55.0,83.0,22278,20112,3809,4455,5071,4549,3799,3534,3144,2889,2424,2250,1837,1458,3171,742,3,3,2,382,36923,4335,273,372,93,41652,82,414,242,41652,100,1053,570,150,40517,33239,3531,1811,3809,1277,17309,7370,5013,670,330,815,953,283,2176,2385,3809,1341,14251,17059,9739
1.0,756,18,Caqueta,3154,85,171,33,7,24,987,1014,522,229,60,77,2853,34,1,1,652,454,544,529,710,28.0,17.0,0.0,0.0,13.0,0.0,7.0,10.0,15.0,5703,4628,980,1168,1352,1433,930,828,693,618,505,472,421,292,639,2083,1,2,0,199,7245,801,1175,728,60,8368,64,1718,181,8368,30,288,80,20,9913,7774,944,633,980,303,4201,1745,994,132,18,315,267,58,582,736,980,284,2317,4875,2855
1.0,785,18,Caqueta,2132,50,72,1,0,21,553,653,338,107,20,56,1711,16,0,0,400,341,354,325,307,4.0,12.0,0.0,0.0,1.0,2.0,0.0,5.0,8.0,2773,2658,454,549,675,663,401,393,340,329,309,305,281,216,516,63,0,0,0,153,4848,367,14,45,1,5371,5,54,1,5371,13,188,46,15,5169,4295,540,142,454,171,2336,1006,609,150,15,88,85,28,323,166,454,187,1815,2247,1182
1.0,860,18,Caqueta,2197,52,82,1,2,22,574,799,383,106,18,9,1873,14,1,1,429,375,412,340,333,10.0,9.0,0.0,0.0,4.0,0.0,2.0,5.0,8.0,3204,2878,441,572,793,799,473,363,325,371,387,355,335,273,595,20,0,0,0,40,5856,166,4,15,0,6063,1,18,0,6063,34,137,48,2,5861,4989,491,161,441,115,2486,1275,873,134,10,107,134,31,368,108,441,125,1645,2952,1360
4.0,1,19,Cauca,82746,22034,4016,445,17,325,32727,33496,21821,6391,2132,597,95106,1960,84,14,21634,22636,23823,17759,11312,1206.0,963.0,3.0,4.0,81.0,13.0,153.0,473.0,1448.0,133282,143988,17049,18044,19187,22270,25292,23812,22775,22293,17979,16995,16946,14836,39792,9568,9,22,15,6011,258024,3621,753,8613,25,267879,81,9194,116,267879,1960,19797,7310,1984,246219,245651,10080,4490,17049,5297,69393,38706,57137,3491,1164,23666,37041,12882,6503,4941,17049,4267,114740,118992,39271
1.0,22,19,Cauca,6978,11,62,9,2,6,4030,1925,526,100,38,13,6465,163,3,1,1763,2007,1515,822,525,87.0,85.0,0.0,0.0,15.0,0.0,6.0,28.0,123.0,8279,8244,1075,1227,1421,1562,1456,1229,1305,1301,946,838,792,795,2576,3329,0,0,0,11,13095,88,1311,2018,0,13194,363,2966,0,13194,45,886,163,9,15420,13189,2190,69,1075,353,8479,2307,1665,178,387,215,225,60,1493,86,1075,145,4497,9579,2302
1.0,50,19,Cauca,7648,92,896,2,2,78,3922,2719,848,169,29,4,7510,172,8,1,2094,1899,1809,1190,699,117.0,73.0,1.0,1.0,8.0,1.0,42.0,59.0,80.0,10513,9623,1475,1811,1869,2021,1924,1891,1831,1641,1213,1020,918,791,1731,39,0,0,2,126,19708,261,13,28,0,20095,16,25,0,20095,49,977,655,133,18322,16496,1860,305,1475,456,10234,3296,2252,117,41,213,267,77,1368,340,1475,214,7867,8558,3497
1.0,75,19,Cauca,7830,123,229,0,5,7,3516,2734,864,173,28,9,7170,137,11,6,1898,1961,1744,1079,642,97.0,82.0,0.0,0.0,30.0,2.0,21.0,48.0,78.0,9513,9397,1341,1420,1796,1767,1711,1464,1425,1385,1201,1042,959,894,2505,14,0,0,0,2342,16407,147,5,9,0,18896,4,7,3,18896,60,1418,336,32,17064,15721,1725,123,1341,299,9691,2902,2324,138,47,406,274,90,1258,140,1341,272,6933,8940,2765
1.0,100,19,Cauca,13910,100,1414,11,3,27,7441,4554,1195,190,54,22,13245,202,9,0,3237,3779,3082,1982,1376,136.0,84.0,0.0,0.0,11.0,1.0,18.0,41.0,149.0,18234,17603,2152,2535,2848,3116,3034,2711,2661,2784,2231,2098,1944,1846,5877,2574,0,0,0,1822,31331,110,38,2518,2,33279,5,2551,2,33279,40,1340,286,25,34146,29846,3683,156,2152,779,18073,4540,5658,317,181,645,695,240,2369,188,2152,318,12609,18015,4895
5.0,110,19,Cauca,7262,136,1037,1002,8,18,3440,3299,1748,448,149,8,8913,162,16,1,2375,2044,1991,1458,1224,127.0,70.0,0.0,0.0,18.0,2.0,29.0,55.0,93.0,12616,12641,2133,2470,2430,2594,2441,2140,1969,1713,1348,1153,1101,997,2768,6428,3,9,2,16558,2004,253,1282,5147,6,18822,205,6224,6,18822,162,1583,233,26,23253,20502,2302,320,2133,695,10132,4363,5109,289,42,655,312,93,1081,353,2133,412,9008,11213,4624
1.0,130,19,Cauca,11990,81,108,20,2,16,4565,4001,1579,426,83,39,10392,292,9,0,1915,2609,2588,1953,1628,186.0,124.0,0.0,0.0,23.0,3.0,30.0,67.0,187.0,16538,15699,2515,2698,3038,3242,2883,2479,2204,2183,1836,1643,1555,1454,4507,2255,0,1,2,1030,28687,262,1105,1153,0,29979,310,1944,4,29979,124,1965,851,150,29147,26057,3383,282,2515,736,15749,5323,4119,190,37,692,470,86,1971,349,2515,428,8490,18105,5214
1.0,137,19,Cauca,4845,113,229,5143,45,13,4510,3519,1731,706,190,12,10297,340,26,5,1462,2441,2461,1957,2347,246.0,161.0,0.0,0.0,69.0,2.0,34.0,82.0,220.0,18475,17664,4054,3781,3669,3876,3422,2908,2411,2295,1874,1630,1361,1232,3626,27088,0,1,5,113,8747,185,18516,8530,5,9088,107,26935,9,9088,176,2545,441,50,32927,28152,3722,211,4054,855,15782,5444,5681,279,85,974,699,151,1871,264,4054,229,10705,17117,8088
1.0,142,19,Cauca,5419,395,324,2328,17,82,3913,3238,1413,290,58,17,8692,222,11,4,1799,2273,2245,1521,1091,162.0,96.0,0.0,0.0,19.0,1.0,23.0,80.0,135.0,12637,12779,2044,2128,2336,2494,2549,2246,1919,1853,1486,1302,1236,978,2845,12790,1,5,5,6399,5978,238,1514,11212,3,12687,174,12550,5,12687,127,1653,314,36,23286,21135,1967,270,2044,573,8054,4223,6083,390,50,1336,933,172,1265,293,2044,249,8611,12239,4317
1.0,212,19,Cauca,7148,491,1138,236,75,13,3330,2831,1234,223,57,11,7429,245,10,2,1619,1905,1883,1382,897,173.0,98.0,0.0,0.0,12.0,0.0,53.0,77.0,129.0,10983,10992,1541,1753,1945,2345,2210,1813,1578,1680,1348,1190,1037,949,2586,8971,3,4,0,2507,10078,412,1024,7954,0,12997,319,8659,0,12997,108,1840,464,82,19481,18141,1838,455,1541,474,7264,4070,4886,381,29,908,546,128,1257,491,1541,234,8456,9649,3636
1.0,256,19,Cauca,15413,114,322,916,55,32,5721,5364,2080,473,143,36,13318,461,30,8,3249,3409,3166,2223,1770,350.0,202.0,1.0,1.0,23.0,2.0,60.0,154.0,313.0,19883,18805,2531,3209,3403,3412,3218,2995,2840,2770,2227,2003,1996,2002,6082,3841,1,0,0,4028,30370,448,127,3704,10,34847,82,3724,35,34847,231,3493,658,92,34214,31907,3830,420,2531,707,18917,6015,5587,279,50,805,646,125,2557,469,2531,471,13368,18935,5914
1.0,290,19,Cauca,1821,13,66,0,0,28,945,675,199,23,12,4,1815,42,1,0,366,527,459,324,182,28.0,16.0,0.0,0.0,1.0,0.0,4.0,13.0,26.0,2602,2487,304,428,442,465,444,462,378,307,289,281,246,269,774,5,0,0,0,4,5045,35,2,3,0,5084,1,4,0,5084,53,733,73,1,4229,4311,450,24,304,152,2617,656,820,24,18,74,111,34,250,29,304,50,1821,2486,732
1.0,300,19,Cauca,5833,184,104,2,8,4,2038,2637,1507,341,49,4,6401,162,12,1,1225,1660,1764,1267,660,116.0,73.0,0.0,0.0,8.0,1.0,26.0,48.0,106.0,8655,9858,1301,1504,1636,1863,1835,1573,1400,1496,1314,984,862,766,1979,57,0,2,0,17668,711,75,11,48,0,18454,1,58,0,18454,66,1292,174,23,16958,16096,1002,114,1301,399,5105,2901,6122,245,22,1297,533,94,349,145,1301,192,6067,9449,2805
1.0,318,19,Cauca,6676,195,77,9,76,24,1383,2115,1941,801,292,103,6498,125,8,4,1111,1220,1210,1121,1973,94.0,61.0,0.0,0.0,24.0,8.0,24.0,34.0,65.0,11951,12086,2385,2767,3104,2697,2157,1728,1560,1354,1089,967,976,852,2401,239,1,7,8,22811,235,736,224,25,6,23782,172,78,5,23782,85,553,69,12,23318,17147,3913,592,2385,664,8224,3902,3417,364,375,592,688,320,2017,1089,2385,936,6961,10736,5404
5.0,355,19,Cauca,7683,71,82,43,3,11,2794,3075,1980,890,324,40,8816,251,26,10,2204,2074,1873,1442,1510,161.0,172.0,0.0,0.0,39.0,24.0,42.0,77.0,151.0,13484,13087,2733,2782,2752,2821,2455,1999,1848,1637,1463,1239,1030,931,2881,13541,0,0,1,41,12583,405,4516,8923,52,13080,132,13092,267,13080,132,1862,536,49,23992,20869,2632,337,2733,905,11364,4500,3257,511,58,672,650,158,1379,384,2733,420,6924,13634,5593
1.0,364,19,Cauca,1433,17,24,2508,8,3,1218,1896,1125,519,299,2,4968,82,8,1,644,1221,1293,986,915,51.0,50.0,0.0,0.0,25.0,3.0,7.0,17.0,49.0,8287,8066,1712,1682,1733,1750,1723,1467,1296,1135,801,676,579,523,1276,16120,0,0,0,30,162,41,5166,10954,0,233,66,16040,14,233,124,860,119,9,15241,12852,1730,59,1712,415,6760,2491,2267,648,18,606,403,52,910,71,1712,86,4901,7972,3394
5.0,392,19,Cauca,3254,80,249,8,9,3,1847,1299,451,91,13,3,3599,100,4,1,813,1057,907,574,353,80.0,31.0,0.0,0.0,4.0,0.0,12.0,28.0,67.0,5107,4828,648,711,789,821,848,818,696,658,614,597,559,522,1654,1825,0,0,0,1270,6791,49,84,1739,2,8110,4,1819,2,8110,32,1100,506,53,8244,8266,968,53,648,198,4381,1667,1734,129,20,245,242,66,534,71,648,95,2259,6222,1359
1.0,397,19,Cauca,7538,54,141,34,3,10,3667,2521,986,249,67,47,7313,204,14,6,1779,2234,1685,1117,722,166.0,92.0,0.0,0.0,21.0,2.0,20.0,54.0,161.0,10079,9698,1383,1486,1495,1858,1840,1579,1453,1400,1183,1071,997,890,3142,9470,0,2,0,29,10101,175,1421,8050,1,10305,64,9406,2,10305,59,1448,249,21,18000,16293,1923,178,1383,429,9366,2855,2668,361,359,394,460,132,1169,201,1383,259,5281,11368,2869
1.0,418,19,Cauca,4688,14,31,96,131,3,1258,1369,831,368,152,97,4018,52,4,1,702,671,712,664,1326,29.0,36.0,0.0,0.0,11.0,0.0,10.0,17.0,27.0,7708,7446,1727,2060,1916,1692,1356,1172,989,827,695,587,565,541,1027,901,0,1,8,12925,135,1184,818,39,52,14245,305,490,114,14245,40,581,99,18,14416,10729,2245,453,1727,438,6120,2195,1630,283,57,207,325,67,1124,981,1727,788,2560,7982,3824
1.0,450,19,Cauca,6991,64,44,3,2,14,2799,2195,653,128,45,12,5713,110,8,1,1493,1692,1320,845,482,80.0,50.0,0.0,0.0,17.0,3.0,11.0,26.0,73.0,7427,7397,843,1098,1309,1273,1135,971,1057,1056,908,909,860,787,2618,30,0,0,1,2706,12042,45,9,22,0,14793,4,24,3,14793,64,1319,532,34,12875,12406,1508,67,843,296,6729,2249,2535,85,34,386,347,123,1122,75,843,182,5082,7601,1959
1.0,455,19,Cauca,9293,413,257,333,23,47,3349,4434,1959,328,64,32,9971,186,9,0,2254,2393,2542,1793,1184,123.0,80.0,1.0,1.0,20.0,0.0,29.0,44.0,110.0,14042,14620,1932,2247,2459,2552,2729,2349,2200,2187,1827,1710,1609,1342,3519,5135,1,2,0,7850,15515,159,1093,4026,0,23543,37,5081,1,23543,181,1675,670,237,25899,24794,1751,185,1932,639,8587,4904,7186,380,50,2123,1217,276,1145,223,1932,231,11226,12904,4301
1.0,473,19,Cauca,7227,389,142,3045,89,346,6128,3901,1571,513,157,12,11999,264,14,5,4155,3140,2388,1561,1038,189.0,129.0,0.0,0.0,64.0,6.0,24.0,71.0,153.0,15102,14635,2917,2851,2773,2960,2844,2430,2204,2125,1702,1384,1272,1178,3097,15094,1,1,3,629,13893,116,3312,11779,8,14638,773,14315,11,14638,113,1997,512,68,27047,23627,3018,175,2917,663,13371,4682,4529,330,52,683,448,99,1773,190,2917,266,9747,13956,5768
1.0,513,19,Cauca,2996,124,211,0,3,2,1083,1323,628,121,27,3,3112,68,5,0,721,793,776,550,345,33.0,45.0,0.0,0.0,6.0,1.0,5.0,22.0,44.0,4152,4611,558,684,760,817,856,713,643,659,571,485,450,372,1195,68,0,0,2,8319,306,68,35,35,0,8693,25,45,0,8693,87,428,54,7,8187,7650,476,79,558,171,2472,1478,2108,1150,14,234,199,46,247,86,558,117,2835,4569,1242
5.0,517,19,Cauca,6943,141,135,2118,44,132,3401,4313,2483,1071,375,14,11466,179,11,1,2210,2652,2370,1847,2578,119.0,89.0,1.0,1.0,53.0,3.0,21.0,50.0,81.0,19285,18381,4638,4459,4161,4071,3515,2987,2611,2299,1745,1522,1256,1107,3295,30652,2,1,1,2312,4564,134,14167,16419,9,7071,100,30478,17,7071,123,1753,215,52,35523,29295,3543,190,4638,1025,15997,6418,4549,461,299,835,902,200,2115,227,4638,295,10945,17262,9164
1.0,532,19,Cauca,11149,179,184,5,59,72,6125,3730,1252,264,94,26,11149,312,28,2,3652,2814,2440,1597,988,231.0,143.0,1.0,1.0,30.0,6.0,41.0,100.0,197.0,13919,14667,1957,2076,2700,2681,2414,2163,2007,2102,1757,1694,1643,1442,3950,40,0,0,1,20071,8294,180,11,30,0,28545,4,37,0,28545,140,1961,687,150,25648,23710,2671,248,1957,645,11580,4554,5245,284,56,903,890,234,1958,280,1957,371,8252,15713,4250
1.0,533,19,Cauca,2565,64,156,25,0,6,1443,833,308,74,20,4,2654,27,1,0,823,551,592,376,340,18.0,11.0,0.0,0.0,2.0,1.0,8.0,10.0,8.0,3674,3451,659,801,851,747,599,549,523,494,415,359,307,276,545,1276,0,0,3,218,5601,27,488,790,1,5846,182,1096,1,5846,66,181,24,5,6849,5917,512,37,659,144,3292,1201,1031,63,22,185,158,23,298,49,659,34,2460,3170,1461
1.0,548,19,Cauca,10959,402,597,19,5,21,5237,4307,1974,434,112,31,11768,310,15,2,2649,3160,2940,2019,1327,198.0,149.0,0.0,0.0,18.0,2.0,32.0,78.0,217.0,16572,16859,2498,2536,2861,3122,2939,2747,2344,2482,2032,1884,1729,1572,4685,5882,1,1,0,617,26782,148,2145,3733,6,27547,761,5113,10,27547,195,2157,751,250,30078,28258,2480,195,2498,605,12967,5697,6666,518,182,1253,1081,178,1544,242,2498,380,12470,15464,5117
1.0,573,19,Cauca,11256,1971,657,0,19,9,3718,5003,3269,741,211,55,12739,246,10,2,2384,2782,3171,2529,2131,161.0,112.0,1.0,2.0,10.0,2.0,53.0,69.0,138.0,18700,21544,2841,3145,3520,3493,3836,3551,3103,2950,2419,2427,2176,1996,4787,10,2,3,8,38339,1561,321,11,11,0,40222,3,19,0,40222,143,1116,304,83,38598,35389,1551,463,2841,608,9824,6348,11740,490,84,4468,1959,323,1019,540,2841,615,16231,17207,6191
1.0,585,19,Cauca,2979,110,97,989,12,26,2612,1555,707,212,79,1,5074,90,2,0,907,1394,1367,828,670,54.0,40.0,0.0,0.0,6.0,0.0,11.0,23.0,54.0,7486,7466,1298,1373,1293,1478,1563,1307,1153,1004,885,764,703,589,1542,11359,0,0,2,26,3544,21,811,10525,3,3613,352,10983,4,3613,56,984,258,9,13645,12514,1106,34,1298,442,6137,2582,1974,499,280,769,350,40,529,52,1298,84,5263,6907,2698
1.0,622,19,Cauca,3710,61,78,1,1,4,1511,1343,495,113,16,9,3430,56,1,0,777,954,871,551,334,37.0,21.0,0.0,0.0,5.0,0.0,2.0,13.0,38.0,4800,4536,511,680,687,811,729,641,624,661,538,586,568,519,1781,582,0,0,1,174,8561,18,169,414,0,8753,77,506,0,8753,26,539,233,20,8518,7920,877,28,511,152,4295,1522,1688,51,19,242,231,52,531,42,511,73,2595,5477,1191
1.0,693,19,Cauca,4154,8,27,9,3,4,2123,1213,416,110,39,2,3807,90,4,2,1148,1096,796,499,364,49.0,55.0,0.0,0.0,13.0,0.0,7.0,18.0,66.0,4925,4881,560,674,766,950,902,762,708,755,640,568,532,470,1519,3700,0,0,0,6,6029,71,143,3555,2,6106,2,3696,2,6106,9,456,117,4,9220,8407,758,81,560,196,5004,1135,1297,413,117,270,241,51,431,91,560,121,3370,5044,1271
